    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        5    0.000    0.000    0.000    0.000 {built-in method _multiprocessing.sem_unlink}
        1    0.000    0.000    0.000    0.000 scanner.py:359(fetch_stream_start)
        2    0.000    0.000    0.000    0.000 <frozen os>:723(__delitem__)
       15    0.000    0.000    0.000    0.000 dtypes.py:342(construct_from_string)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 networklinkcontrol.py:44(NetworkLinkControl)
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
       64    0.000    0.000    0.000    0.000 _decorators.py:437(__init__)
        7    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        1    0.000    0.000    0.000    0.000 kml.py:30(Kml)
       12    0.000    0.000    0.000    0.000 base.py:332(array)
       41    0.000    0.000    0.000    0.000 typing_extensions.py:680(__hash__)
        4    0.000    0.000    0.000    0.000 csvs.py:211(_has_aliases)
       64    0.000    0.000    0.000    0.000 managers.py:1989(index)
        1    0.000    0.000    0.000    0.000 loaders.py:620(ModuleLoader)
        1    0.000    0.000    0.000    0.000 _namespace_utils.py:143(NsResolver)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 expr.py:337(BaseExprVisitor)
        3    0.000    0.000    0.000    0.000 argparse.py:602(_format_args)
       65    0.000    0.000    0.000    0.000 <frozen codecs>:348(__init__)
       18    0.000    0.000    0.000    0.000 LexerAction.py:27(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 generic.py:1826(_check_label_or_level_ambiguity)
        3    0.000    0.000    0.000    0.000 _config.py:360(check_deprecated)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 featgeom.py:2023(Model)
       75    0.000    0.000    0.000    0.000 fromnumeric.py:3323(_prod_dispatcher)
        6    0.000    0.000    0.000    0.000 csvs.py:149(has_mi_columns)
       15    0.000    0.000    0.000    0.000 ATNState.py:235(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1193(__mro_entries__)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 categorical.py:862(codes)
        1    0.000    0.000    0.000    0.000 grouper.py:66(Grouper)
        1    0.000    0.000    0.000    0.000 pytables.py:485(HDFStore)
       29    0.000    0.000    0.000    0.000 config.py:886(inner)
       28    0.000    0.000    0.000    0.000 <string>:2(__hash__)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
        1    0.000    0.000    0.000    0.000 base.py:181(SelectionMixin)
        3    0.000    0.000    0.000    0.000 api.py:106(_get_distinct_objs)
       21    0.000    0.000    0.000    0.000 omegaconf.py:410(_should_pass)
       65    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
        7    0.000    0.000    0.000    0.000 Transition.py:205(__init__)
        1    0.000    0.000    0.000    0.000 icon.py:21(Link)
        1    0.000    0.000    0.000    0.000 base.py:6219(_raise_if_missing)
       67    0.000    0.000    0.000    0.000 _generate_schema.py:2366(_apply_field_serializers)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1548(find_distributions)
        2    0.000    0.000    0.000    0.000 frame.py:1096(_can_fast_transpose)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:109(readATN)
        1    0.000    0.000    0.000    0.000 core_schema.py:122(SerializationInfo)
       75    0.000    0.000    0.000    0.000 base.py:297(check)
       28    0.000    0.000    0.000    0.000 cast.py:1462(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:501(Registry)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1646(TarFile)
        5    0.000    0.000    0.000    0.000 core_schema.py:2121(with_info_after_validator_function)
       40    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       13    0.000    0.000    0.000    0.000 managers.py:937(<genexpr>)
        1    0.000    0.000    0.000    0.000 constants.py:120(Color)
        2    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
        3    0.000    0.000    0.000    0.000 typing.py:1492(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        1    0.000    0.000    0.000    0.000 queues.py:35(Queue)
        2    0.000    0.000    0.000    0.000 csvs.py:215(_need_to_save_header)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3912(__init__)
        1    0.000    0.000    0.000    0.000 stata.py:2250(StataWriter)
        1    0.000    0.000    0.000    0.000 Lexer.py:30(Lexer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 _decorators.py:412(DecoratorInfos)
        1    0.000    0.000    0.000    0.000 merge.py:713(_MergeOperation)
        2    0.000    0.000    0.000    0.000 csvs.py:121(_initialize_index_label)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:40(OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 argparse.py:1180(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
        6    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
       67    0.000    0.000    0.000    0.000 <string>:2(is_literal)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       17    0.000    0.000    0.000    0.000 common.py:1399(_get_dtype)
       20    0.000    0.000    0.000    0.000 typing.py:993(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 _typing.py:122(SequenceNotStr)
        5    0.000    0.000    0.000    0.000 ATNState.py:262(__init__)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:53(isFeatureSupported)
       67    0.000    0.000    0.000    0.000 <string>:2(is_union)
        1    0.000    0.000    0.000    0.000 apply.py:1240(FrameColumnApply)
       72    0.000    0.000    0.000    0.000 _generate_schema.py:2245(<lambda>)
       16    0.000    0.000    0.000    0.000 typing_extensions.py:3351(_check_generic)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        2    0.000    0.000    0.000    0.000 generic.py:2015(__iter__)
        1    0.000    0.000    0.000    0.000 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 construction.py:950(_validate_or_indexify_columns)
        7    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:1610(SparseDtype)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
        1    0.000    0.000    0.000    0.000 _odswriter.py:31(ODSWriter)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:2697(_Definitions)
       81    0.000    0.000    0.000    0.000 typing.py:3047(<lambda>)
       70    0.000    0.000    0.000    0.000 readers.py:1987(__enter__)
       72    0.000    0.000    0.000    0.000 <string>:2(is_any)
        7    0.000    0.000    0.000    0.000 inspect.py:2164(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 ops.py:743(group_info)
       69    0.000    0.000    0.000    0.000 _function_base_impl.py:5268(_delete_dispatcher)
        2    0.000    0.000    0.000    0.000 base.py:5295(_validate_fill_value)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
        1    0.000    0.000    0.000    0.000 types.py:1751(_SecretField)
        1    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       42    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
       15    0.000    0.000    0.000    0.000 enum.py:1187(_generate_next_value_)
        5    0.000    0.000    0.000    0.000 functools.py:844(_is_union_type)
        1    0.000    0.000    0.000    0.000 blocks.py:164(maybe_split)
        6    0.000    0.000    0.000    0.000 weakref.py:105(remove)
        1    0.000    0.000    0.000    0.000 __init__.py:865(distributions)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:84(Markup)
       15    0.000    0.000    0.000    0.000 ssl.py:937(_sslcopydoc)
        2    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 base.py:65(DataManager)
        1    0.000    0.000    0.000    0.000 csvs.py:56(CSVFormatter)
       67    0.000    0.000    0.000    0.000 _generate_schema.py:218(apply_each_item_validators)
        1    0.000    0.000    0.000    0.000 queues.py:370(close)
        1    0.000    0.000    0.000    0.000 cast.py:774(infer_dtype_from_scalar)
       30    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 multi.py:208(names_compat)
       26    0.000    0.000    0.000    0.000 _strptime.py:355(repl)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 algorithms.py:217(_ensure_arraylike)
       45    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x108127880}
       67    0.000    0.000    0.000    0.000 fields.py:591(deprecation_message)
        1    0.000    0.000    0.000    0.000 console.py:65(check_main)
        3    0.000    0.000    0.000    0.000 apply.py:121(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:21(package_to_anchor)
       19    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
        3    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 align.py:68(_filter_special_cases)
        8    0.000    0.000    0.000    0.000 queues.py:377(__getstate__)
        1    0.000    0.000    0.000    0.000 weakref.py:369(remove)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 sql.py:2642(SQLiteDatabase)
        1    0.000    0.000    0.000    0.000 __init__.py:495(hugepage_setup)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 datetimelike.py:1737(DatelikeOps)
       45    0.000    0.000    0.000    0.000 inspect.py:748(getmro)
       16    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 Trees.py:17(Trees)
        1    0.000    0.000    0.000    0.000 coordinates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bccache.py:46(Bucket)
        1    0.000    0.000    0.000    0.000 _config.py:235(ConfigWrapperStack)
        1    0.000    0.000    0.000    0.000 managers.py:903(BlockManager)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        4    0.000    0.000    0.000    0.000 base.py:397(ensure_np_dtype)
       70    0.000    0.000    0.000    0.000 copy.py:102(_copy_immutable)
       20    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        7    0.000    0.000    0.000    0.000 core.py:2611(_arraymethod)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        3    0.000    0.000    0.000    0.000 format.py:612(_adjust_max_rows)
        1    0.000    0.000    0.000    0.000 base.py:43(ExtensionDtype)
        2    0.000    0.000    0.000    0.000 csvs.py:190(data_index)
       10    0.000    0.000    0.000    0.000 blocks.py:1262(_slice)
       67    0.000    0.000    0.000    0.000 <string>:2(is_readonly)
       92    0.000    0.000    0.000    0.000 accessor.py:141(<lambda>)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        3    0.000    0.000    0.000    0.000 generic.py:2140(<genexpr>)
        3    0.000    0.000    0.000    0.000 apply.py:1329(result_index)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 functools.py:848(_is_valid_dispatch_type)
        8    0.000    0.000    0.000    0.000 _nbit_base.py:52(__init_subclass__)
        3    0.000    0.000    0.000    0.000 common.py:195(any_not_none)
        1    0.000    0.000    0.000    0.000 __init__.py:1951(__del__)
       19    0.000    0.000    0.000    0.000 scanner.py:706(check_block_entry)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:2759(create_definition_reference_schema)
        1    0.000    0.000    0.000    0.000 putmask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _model_construction.py:78(ModelMetaclass)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        1    0.000    0.000    0.000    0.000 pytables.py:2359(DataCol)
        1    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
