    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 _mixins.py:72(ravel_compat)
       10    0.000    0.000    0.000    0.000 inspect.py:391(_has_code_flag)
        1    0.000    0.000    0.000    0.000 CommonTokenFactory.py:1(<module>)
       13    0.000    0.000    0.000    0.000 ATNDeserializer.py:492(<lambda>)
        2    0.000    0.000    0.000    0.000 functools.py:803(singledispatch)
        7    0.000    0.000    0.000    0.000 basecontainer.py:59(__init__)
      148    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 _import_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:74(close)
       61    0.000    0.000    0.000    0.000 dataclasses.py:643(<genexpr>)
      164    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
      201    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       18    0.000    0.000    0.000    0.000 base.py:478(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
       69    0.000    0.000    0.000    0.000 format.py:1287(_value_formatter)
        1    0.000    0.000    0.000    0.000 _decorators.py:237(build)
        1    0.000    0.000    0.000    0.000 loaders.py:568(ChoiceLoader)
       67    0.000    0.000    0.000    0.000 <string>:2(is_newtype)
        6    0.000    0.000    0.000    0.000 connection.py:118(__init__)
       70    0.000    0.000    0.000    0.000 base_parser.py:986(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 _parser.py:996(parse_template)
        1    0.000    0.000    0.000    0.000 objects.py:348(GroupbyIndexer)
      136    0.000    0.000    0.000    0.000 typing.py:213(_should_unflatten_callable_args)
        1    0.000    0.000    0.000    0.000 objects.py:93(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 DFAState.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
      156    0.000    0.000    0.000    0.000 basecontainer.py:707(_value)
        1    0.000    0.000    0.000    0.000 ops.py:105(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 util.py:185(Finalize)
       64    0.000    0.000    0.000    0.000 {built-in method _stat.S_IMODE}
        1    0.000    0.000    0.000    0.000 objects.py:149(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 compiler.py:157(MacroRef)
        1    0.000    0.000    0.000    0.000 runtime.py:796(Undefined)
       12    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:512(PYFUNCTYPE)
        7    0.000    0.000    0.000    0.000 _generate_schema.py:2583(wrap_default)
       38    0.000    0.000    0.000    0.000 Transition.py:188(__init__)
       15    0.000    0.000    0.000    0.000 dtypes.py:1305(construct_from_string)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 core.py:6816(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _utils.py:401(deprecated_instance_property)
       14    0.000    0.000    0.000    0.000 generic.py:592(_get_block_manager_axis)
       13    0.000    0.000    0.000    0.000 ATNState.py:221(__init__)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 apply.py:770(FrameApply)
        4    0.000    0.000    0.000    0.000 reader.py:146(update)
        4    0.000    0.000    0.000    0.000 shape_base.py:80(atleast_2d)
      106    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 nanops.py:383(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        4    0.000    0.000    0.000    0.000 common.py:1198(is_bool_dtype)
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 shape_base.py:295(hstack)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
       67    0.000    0.000    0.000    0.000 typing_objects.py:512(is_deprecated)
      168    0.000    0.000    0.000    0.000 base.py:344(_is_flags_root)
        3    0.000    0.000    0.000    0.000 _model_construction.py:316(__pydantic_fields_complete__)
        1    0.000    0.000    0.000    0.000 OmegaConfGrammarParser.py:12(serializedATN)
        6    0.000    0.000    0.000    0.000 format.py:506(has_index_names)
       10    0.000    0.000    0.000    0.000 _methods.py:46(_amin)
      143    0.000    0.000    0.000    0.000 events.py:65(__init__)
        3    0.000    0.000    0.000    0.000 format.py:544(_initialize_justify)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:442(_SpecialGenericAlias)
       15    0.000    0.000    0.000    0.000 dtypes.py:831(construct_from_string)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:702(polyval)
        1    0.000    0.000    0.000    0.000 managers.py:1402(_insert_update_mgr_locs)
        1    0.000    0.000    0.000    0.000 objects.py:279(ExpandingIndexer)
        1    0.000    0.000    0.000    0.000 format.py:1025(save_to_buffer)
        1    0.000    0.000    0.000    0.000 objects.py:297(FixedForwardWindowIndexer)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dtypes.py:1054(construct_from_string)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 objects.py:123(VariableWindowIndexer)
       64    0.000    0.000    0.000    0.000 common.py:343(is_full_slice)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:459(__call__)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
       93    0.000    0.000    0.000    0.000 typing.py:2004(<genexpr>)
      181    0.000    0.000    0.000    0.000 dataclasses.py:1142(<genexpr>)
        9    0.000    0.000    0.000    0.000 frame.py:1047(shape)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:1(<module>)
        6    0.000    0.000    0.000    0.000 missing.py:728(is_valid_na_for_dtype)
       84    0.000    0.000    0.000    0.000 base.py:65(<lambda>)
       67    0.000    0.000    0.000    0.000 _typing_extra.py:274(_type_convert)
        7    0.000    0.000    0.000    0.000 base.py:88(__post_init__)
        1    0.000    0.000    0.000    0.000 validator.py:1(<module>)
      130    0.000    0.000    0.000    0.000 expatbuilder.py:711(_initNamespaces)
        1    0.000    0.000    0.000    0.000 base_events.py:408(BaseEventLoop)
       65    0.000    0.000    0.000    0.000 {method 'index' of 'range' objects}
       39    0.000    0.000    0.000    0.000 typing.py:1097(<genexpr>)
        6    0.000    0.000    0.000    0.000 shape_base.py:216(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        3    0.000    0.000    0.000    0.000 _core_utils.py:112(validate_core_schema)
        4    0.000    0.000    0.000    0.000 datetimelike.py:169(_period_dispatch)
        7    0.000    0.000    0.000    0.000 substyle.py:165(__init__)
       76    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
      110    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        6    0.000    0.000    0.000    0.000 _config.py:94(__init__)
       87    0.000    0.000    0.000    0.000 format.py:494(is_truncated_horizontally)
        3    0.000    0.000    0.000    0.000 base.py:3766(_convert_can_do_setop)
      141    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 cast.py:1952(np_can_cast_scalar)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
       75    0.000    0.000    0.000    0.000 base.py:159(_freeze)
       10    0.000    0.000    0.000    0.000 format.py:1841(_has_names)
        4    0.000    0.000    0.000    0.000 ATNDeserializer.py:441(readLong)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       98    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:169(basename)
        1    0.000    0.000    0.000    0.000 nodes.py:623(Tuple)
       64    0.000    0.000    0.000    0.000 common.py:323(is_empty_slice)
        1    0.000    0.000    0.000    0.000 bccache.py:103(BytecodeCache)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
       84    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       68    0.000    0.000    0.000    0.000 indexing.py:2752(need_slice)
        4    0.000    0.000    0.000    0.000 constructor.py:180(flatten_mapping)
       73    0.000    0.000    0.000    0.000 typing.py:2049(__eq__)
       35    0.000    0.000    0.000    0.000 Transition.py:170(__init__)
       75    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       13    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
        3    0.000    0.000    0.000    0.000 _model_construction.py:291(_collect_bases_data)
        1    0.000    0.000    0.000    0.000 ops.py:946(_sorted_ids)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        4    0.000    0.000    0.000    0.000 copy.py:118(deepcopy)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
      100    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
      133    0.000    0.000    0.000    0.000 base.py:7678(<genexpr>)
        1    0.000    0.000    0.000    0.000 fractions.py:162(Fraction)
        4    0.000    0.000    0.000    0.000 config.py:471(__init__)
        1    0.000    0.000    0.000    0.000 dict.py:1(<module>)
      143    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
      144    0.000    0.000    0.000    0.000 _schema_generation_shared.py:72(__init__)
        7    0.000    0.000    0.000    0.000 inspect.py:2150(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
       13    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
        3    0.000    0.000    0.000    0.000 apply.py:773(__init__)
      125    0.000    0.000    0.000    0.000 dataclasses.py:1293(<genexpr>)
      150    0.000    0.000    0.000    0.000 parser.py:107(peek_event)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:453(FilterVisibilityController)
        2    0.000    0.000    0.000    0.000 csvs.py:219(write_cols)
        7    0.000    0.000    0.000    0.000 config.py:856(is_instance_factory)
       15    0.000    0.000    0.000    0.000 ATNState.py:243(__init__)
      150    0.000    0.000    0.000    0.000 resolver.py:91(descend_resolver)
      133    0.000    0.000    0.000    0.000 expr.py:195(<genexpr>)
      143    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 ops.py:560(BaseGrouper)
        1    0.000    0.000    0.000    0.000 ssl.py:943(SSLSocket)
      130    0.000    0.000    0.000    0.000 minidom.py:379(_get_name)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       11    0.000    0.000    0.000    0.000 core_schema.py:836(str_schema)
      142    0.000    0.000    0.000    0.000 <string>:2(is_self)
       73    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 grouper.py:527(__init__)
       69    0.000    0.000    0.000    0.000 base.py:6061(_should_fallback_to_positional)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      141    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
      130    0.000    0.000    0.000    0.000 minidom.py:370(_get_localName)
        6    0.000    0.000    0.000    0.000 base.py:915(__array__)
       15    0.000    0.000    0.000    0.000 ATNDeserializer.py:490(<lambda>)
        6    0.000    0.000    0.000    0.000 _config.py:310(prepare_config)
        2    0.000    0.000    0.000    0.000 __init__.py:415(<genexpr>)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 base.py:1250(copy)
        2    0.000    0.000    0.000    0.000 dictconfig.py:241(_validate_non_optional)
        1    0.000    0.000    0.000    0.000 range.py:636(_intersection)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
        6    0.000    0.000    0.000    0.000 connection.py:376(_close)
       37    0.000    0.000    0.000    0.000 argparse.py:1422(register)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
       86    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
       67    0.000    0.000    0.000    0.000 _generate_schema.py:2649(_common_field)
      145    0.000    0.000    0.000    0.000 series.py:660(_constructor)
       64    0.000    0.000    0.000    0.000 blocks.py:369(should_store)
        6    0.000    0.000    0.000    0.000 algorithms.py:184(_reconstruct_data)
        3    0.000    0.000    0.000    0.000 argparse.py:1883(_add_action)
        1    0.000    0.000    0.000    0.000 construction.py:849(_list_to_arrays)
        1    0.000    0.000    0.000    0.000 nodes.py:739(_FilterTestCommon)
        1    0.000    0.000    0.000    0.000 online.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ATNDeserializationOptions.py:1(<module>)
      150    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
      111    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      126    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 StdinStream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:318(GenerateSchema)
        1    0.000    0.000    0.000    0.000 TokenTagToken.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:69(__init__)
        1    0.000    0.000    0.000    0.000 multiarray.py:73(_override___module__)
       14    0.000    0.000    0.000    0.000 managers.py:948(from_blocks)
       67    0.000    0.000    0.000    0.000 introspection.py:277(allowed_qualifiers)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        2    0.000    0.000    0.000    0.000 _decorators.py:172(_deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 nodes.py:817(Call)
        1    0.000    0.000    0.000    0.000 spawn.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 frame.py:1195(_info_repr)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
       32    0.000    0.000    0.000    0.000 popen_spawn_posix.py:34(duplicate_for_child)
       51    0.000    0.000    0.000    0.000 listconfig.py:84(_validate_get)
       13    0.000    0.000    0.000    0.000 ATNState.py:209(__init__)
        8    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
      142    0.000    0.000    0.000    0.000 _generate_schema.py:271(_add_custom_serialization_from_json_encoders)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
      141    0.000    0.000    0.000    0.000 enum.py:941(<lambda>)
        8    0.000    0.000    0.000    0.000 ATNDeserializer.py:436(readInt32)
        8    0.000    0.000    0.000    0.000 config.py:665(_get_registered_option)
       45    0.000    0.000    0.000    0.000 __init__.py:101(section_pairs)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
       77    0.000    0.000    0.000    0.000 base.py:1176(_maybe_disallow_fill)
        1    0.000    0.000    0.000    0.000 InputStream.py:1(<module>)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 fields.py:99(FieldInfo)
        8    0.000    0.000    0.000    0.000 typing.py:1581(<genexpr>)
        1    0.000    0.000    0.000    0.000 tarfile.py:849(TarInfo)
        1    0.000    0.000    0.000    0.000 lexer.py:254(Failure)
        1    0.000    0.000    0.000    0.000 pathlib.py:292(PurePath)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
      159    0.000    0.000    0.000    0.000 enum.py:251(__init__)
       40    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 astype.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 nodes.py:644(List)
        1    0.000    0.000    0.000    0.000 nodes.py:294(Template)
        1    0.000    0.000    0.000    0.000 ListTokenSource.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 range.py:1032(_getitem_slice)
        1    0.000    0.000    0.000    0.000 ops.py:939(_sort_idx)
        7    0.000    0.000    0.000    0.000 format.py:498(is_truncated_vertically)
        1    0.000    0.000    0.000    0.000 queues.py:140(close)
        1    0.000    0.000    0.000    0.000 context.py:60(Pipe)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 DFA.py:1(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:1704(_add_action)
        1    0.000    0.000    0.000    0.000 _arrow_string_mixins.py:1(<module>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
       15    0.000    0.000    0.000    0.000 dtypes.py:1835(construct_from_string)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:330(__init__)
        1    0.000    0.000    0.000    0.000 _docs_extraction.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:495(path_validator)
       12    0.000    0.000    0.000    0.000 _namespace_utils.py:283(push)
      125    0.000    0.000    0.000    0.000 dataclasses.py:1202(<genexpr>)
        3    0.000    0.000    0.000    0.000 format.py:526(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 parser.py:127(parse_stream_start)
       10    0.000    0.000    0.000    0.000 inspect.py:412(_has_coroutine_mark)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:434(_is_dunder)
       72    0.000    0.000    0.000    0.000 base.py:692(_constructor)
      101    0.000    0.000    0.000    0.000 scanner.py:312(remove_possible_simple_key)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:222(is_python_build)
        2    0.000    0.000    0.000    0.000 threading.py:1108(_delete)
        1    0.000    0.000    0.000    0.000 console.py:54(in_interactive_session)
       18    0.000    0.000    0.000    0.000 base.py:520(register)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        2    0.000    0.000    0.000    0.000 core.py:6990(__init__)
        1    0.000    0.000    0.000    0.000 styleselector.py:38(Style)
      125    0.000    0.000    0.000    0.000 inspect.py:3089(parameters)
        1    0.000    0.000    0.000    0.000 _signature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1602(SQLDatabase)
        4    0.000    0.000    0.000    0.000 locale.py:464(_parse_localename)
        1    0.000    0.000    0.000    0.000 _tester.py:1(<module>)
        7    0.000    0.000    0.000    0.000 ATNDeserializer.py:466(<lambda>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        1    0.000    0.000    0.000    0.000 managers.py:2311(_fast_count_smallints)
        7    0.000    0.000    0.000    0.000 core_schema.py:275(plain_serializer_function_ser_schema)
        6    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        1    0.000    0.000    0.000    0.000 IntervalSet.py:1(<module>)
        5    0.000    0.000    0.000    0.000 managers.py:1392(<genexpr>)
       15    0.000    0.000    0.000    0.000 dtypes.py:2228(construct_from_string)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:440(__enter__)
        1    0.000    0.000    0.000    0.000 FileStream.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       65    0.000    0.000    0.000    0.000 expatbuilder.py:229(_setup_subset)
        7    0.000    0.000    0.000    0.000 _fields.py:284(_warn_on_nested_alias_in_annotation)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2408(_SpecialForm)
        2    0.000    0.000    0.000    0.000 api.py:330(_sanitize_and_check)
        2    0.000    0.000    0.000    0.000 _strptime.py:254(__calc_timezone)
       67    0.000    0.000    0.000    0.000 fields.py:647(is_required)
       83    0.000    0.000    0.000    0.000 scanner.py:349(add_indent)
       64    0.000    0.000    0.000    0.000 {method 'removesuffix' of 'str' objects}
        2    0.000    0.000    0.000    0.000 core.py:3024(_update_from)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
       10    0.000    0.000    0.000    0.000 range.py:553(equals)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 csvs.py:179(_number_format)
       34    0.000    0.000    0.000    0.000 typing_extensions.py:3174(__init__)
        1    0.000    0.000    0.000    0.000 ParserATNSimulator.py:257(ParserATNSimulator)
        1    0.000    0.000    0.000    0.000 tempfile.py:864(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 reader.py:138(check_printable)
        1    0.000    0.000    0.000    0.000 string_arrow.py:82(ArrowStringArray)
        6    0.000    0.000    0.000    0.000 common.py:103(_maybe_match_name)
       83    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
       85    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 sorting.py:644(get_group_index_sorter)
       10    0.000    0.000    0.000    0.000 enum.py:1393(_iter_member_by_value_)
       69    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 generic.py:2082(empty)
       17    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen os>:717(__setitem__)
      126    0.000    0.000    0.000    0.000 inspect.py:2800(default)
       16    0.000    0.000    0.000    0.000 process.py:94(<genexpr>)
        1    0.000    0.000    0.000    0.000 abstractview.py:46(AbstractView)
       64    0.000    0.000    0.000    0.000 blocks.py:805(_maybe_copy)
       77    0.000    0.000    0.000    0.000 base.py:67(__post_init__)
      134    0.000    0.000    0.000    0.000 <string>:2(is_final)
        3    0.000    0.000    0.000    0.000 format.py:490(is_truncated)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
       83    0.000    0.000    0.000    0.000 fromnumeric.py:2584(_all_dispatcher)
       70    0.000    0.000    0.000    0.000 readers.py:559(_validate_names)
        7    0.000    0.000    0.000    0.000 _utils.py:724(is_valid_value_annotation)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
        3    0.000    0.000    0.000    0.000 typing.py:1221(__instancecheck__)
       19    0.000    0.000    0.000    0.000 datetimes.py:124(_field_accessor)
        3    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 NodeFilter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
       56    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       59    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        1    0.000    0.000    0.000    0.000 apply.py:1134(FrameRowApply)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
       78    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
       24    0.000    0.000    0.000    0.000 spawn.py:92(<genexpr>)
        3    0.000    0.000    0.000    0.000 argparse.py:1595(_get_optional_kwargs)
       18    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        2    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
      128    0.000    0.000    0.000    0.000 IntervalSet.py:16(__init__)
       10    0.000    0.000    0.000    0.000 ATNDeserializer.py:521(<lambda>)
        3    0.000    0.000    0.000    0.000 compiler.py:82(_make_unop)
        1    0.000    0.000    0.000    0.000 argparse.py:157(HelpFormatter)
        5    0.000    0.000    0.000    0.000 ATNDeserializer.py:487(<lambda>)
        2    0.000    0.000    0.000    0.000 _strptime.py:108(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
       87    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       11    0.000    0.000    0.000    0.000 core_schema.py:2077(no_info_after_validator_function)
        7    0.000    0.000    0.000    0.000 inspect.py:2492(_descriptor_get)
       67    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        7    0.000    0.000    0.000    0.000 base.py:364(__init__)
        7    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        3    0.000    0.000    0.000    0.000 threading.py:857(_maintain_shutdown_locks)
       28    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       64    0.000    0.000    0.000    0.000 common.py:24(unpack_zerodim_and_defer)
        2    0.000    0.000    0.000    0.000 enum.py:1676(global_enum)
        2    0.000    0.000    0.000    0.000 textwrap.py:143(_munge_whitespace)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
       96    0.000    0.000    0.000    0.000 {built-in method _io.text_encoding}
        2    0.000    0.000    0.000    0.000 arrayprint.py:547(decorating_function)
        1    0.000    0.000    0.000    0.000 _tzpath.py:36(_parse_python_tzpath)
       64    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        3    0.000    0.000    0.000    0.000 range.py:237(_data)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2338(sum)
        7    0.000    0.000    0.000    0.000 core_schema.py:2412(with_default_schema)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 RuleTagToken.py:1(<module>)
        4    0.000    0.000    0.000    0.000 format.py:518(show_col_idx_names)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        6    0.000    0.000    0.000    0.000 _decorators.py:307(mro)
        1    0.000    0.000    0.000    0.000 dtypes.py:155(CategoricalDtype)
        3    0.000    0.000    0.000    0.000 argparse.py:1512(_add_action)
       70    0.000    0.000    0.000    0.000 _generate_schema.py:2495(apply_validators)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
       40    0.000    0.000    0.000    0.000 base.py:3809(<genexpr>)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       71    0.000    0.000    0.000    0.000 range.py:216(_validate_dtype)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        2    0.000    0.000    0.000    0.000 base.py:3439(_wrap_setop_result)
        1    0.000    0.000    0.000    0.000 _misc.py:608(_Options)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 numpy_.py:48(NumpyExtensionArray)
       67    0.000    0.000    0.000    0.000 _generate_schema.py:2520(_validators_require_validate_default)
       75    0.000    0.000    0.000    0.000 base.py:299(_second)
       64    0.000    0.000    0.000    0.000 process.py:151(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:824(Path)
        1    0.000    0.000    0.000    0.000 indexing.py:725(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1753(__new__)
